,Fear,Depe,Expr,Gent,Prud,Crea,Sent,Gree,Live,Flex,Soci,Sinc,Anxi,Pati,Perf,Fair,Inqu,SocB,Mode,AesA,Forg,Unco,Orga,Dili
18588,3.3,4.5,2.9,2.6,3.8,4.6,4.0,3.5,3.8,4.1,3.7,3.2,4.0,5.0,4.1,4.4,4.7,3.3,5.9,5.2,4.2,4.5,4.4,3.3
18589,2.2,3.7,4.5,3.0,3.5,4.0,2.4,4.4,4.6,4.1,4.1,4.2,4.4,4.1,4.0,3.8,4.6,4.4,5.3,3.9,4.7,4.9,4.5,3.7
18590,3.8,4.7,3.9,3.8,4.7,4.3,2.0,4.2,4.0,3.8,4.9,5.0,4.3,4.0,5.1,4.2,4.3,3.6,5.6,5.3,4.9,4.4,4.8,4.7
18610,3.4,3.2,3.8,4.0,4.0,3.7,4.4,4.4,3.4,3.9,4.5,4.2,3.7,4.0,3.5,3.6,4.7,3.9,4.4,5.2,4.1,4.5,5.1,3.9
18642,2.3,4.0,2.8,3.7,3.5,4.2,4.3,4.3,3.5,4.3,3.8,5.0,3.2,3.2,3.8,4.1,5.1,4.6,4.3,3.2,3.6,4.6,3.6,3.1
18643,4.5,3.5,5.2,4.1,4.3,4.1,2.5,3.3,3.2,3.8,4.0,3.9,4.3,4.7,4.7,3.6,4.3,4.4,3.9,5.0,3.8,4.5,4.1,4.0
18724,3.4,3.9,2.8,2.8,4.2,3.7,4.1,4.1,3.9,3.9,3.5,3.3,3.4,3.4,3.0,4.2,3.8,3.4,4.3,3.0,3.8,4.0,3.7,3.5
18725,3.8,4.2,5.0,4.7,4.5,5.3,5.8,4.5,4.9,5.2,4.6,5.3,4.9,5.0,5.1,4.5,5.0,5.2,5.1,5.9,5.2,4.2,4.3,3.7
18726,4.9,4.2,4.6,2.9,4.7,4.0,4.3,4.1,4.1,4.4,4.3,3.0,5.1,4.6,5.6,3.9,4.5,4.2,5.0,4.6,4.2,4.4,4.1,4.9
18727,3.4,3.5,4.8,4.2,3.6,4.2,3.6,3.4,4.0,4.5,4.1,4.7,3.8,4.1,4.8,4.1,3.9,4.0,5.2,5.3,4.7,3.9,4.5,4.0
18728,2.9,4.3,3.5,3.2,3.7,4.8,4.5,5.0,3.8,4.3,3.4,3.5,3.5,4.1,3.5,4.0,4.0,4.3,5.1,4.4,5.1,4.0,4.6,4.1
18729,3.3,3.8,4.2,3.8,3.5,4.0,3.5,4.2,4.3,3.9,3.8,4.7,4.0,3.9,3.0,4.5,4.1,4.5,4.4,3.7,4.1,4.6,3.5,4.0
18730,3.2,3.9,4.4,3.8,4.1,4.3,3.5,4.1,3.6,4.7,4.5,3.7,4.6,5.3,5.2,3.6,4.0,4.7,4.7,4.4,4.2,4.5,4.4,3.5
18732,4.1,3.8,3.7,3.7,3.9,4.5,4.9,4.1,3.4,3.9,3.8,3.8,4.3,3.8,4.0,4.1,4.3,4.1,4.8,4.9,4.3,4.4,4.8,3.3
18733,3.4,4.1,4.6,4.1,4.1,4.6,2.7,4.0,4.6,4.3,5.0,5.3,5.0,5.3,5.5,4.1,5.1,4.8,5.9,6.6,4.6,4.9,4.5,3.9
18734,2.8,4.5,5.1,4.4,4.2,5.2,2.0,3.6,4.2,4.3,4.8,5.0,5.1,5.4,5.5,4.0,4.6,5.2,5.6,6.5,4.9,4.5,4.7,4.3
18735,3.1,5.8,4.6,5.2,4.6,4.9,5.2,4.0,4.0,4.9,3.9,6.7,6.4,6.4,5.2,4.0,4.6,4.6,4.6,2.8,5.2,5.2,4.6,2.8
18736,3.8,3.7,2.7,4.9,3.8,4.1,5.7,4.4,3.8,4.4,4.6,3.4,4.6,4.3,5.2,4.1,3.2,4.2,5.2,5.4,4.0,4.3,4.4,4.8
18737,5.0,3.5,4.9,4.6,3.3,4.0,2.6,4.3,3.9,3.7,4.2,5.3,3.6,3.9,4.1,3.8,3.7,4.4,5.2,3.0,3.7,4.3,3.5,3.9
18738,3.9,3.5,4.4,3.3,4.0,3.9,4.6,4.2,4.0,4.4,4.5,4.0,4.7,4.5,5.0,4.2,4.1,4.4,4.7,4.0,3.8,4.2,4.4,4.1
18743,2.5,2.5,3.7,3.1,2.9,3.9,4.4,3.5,4.2,4.0,4.1,3.7,3.7,4.3,4.7,3.4,3.6,3.6,4.2,4.2,4.3,4.2,4.1,4.5
18744,4.9,3.5,4.4,4.2,3.9,3.9,4.0,5.0,4.0,4.1,4.6,4.4,4.3,4.0,4.8,4.2,4.3,4.2,4.5,4.9,3.4,4.3,4.1,4.0
18745,4.2,3.1,4.1,4.4,4.3,4.4,3.7,2.8,4.3,5.5,4.4,6.0,4.3,4.7,4.4,3.8,3.6,4.7,4.1,4.2,3.5,4.1,4.9,4.1
18746,4.3,3.1,5.1,3.2,4.3,3.4,6.0,4.0,3.7,4.1,4.3,2.8,4.2,4.4,4.8,4.1,4.6,4.0,5.5,4.8,4.3,4.3,3.7,4.4
18747,2.5,3.8,3.9,3.8,3.2,4.0,4.7,3.7,4.0,3.7,3.1,4.4,3.6,3.4,4.2,3.9,4.0,3.2,4.3,3.1,4.4,3.9,3.5,3.5
18748,2.4,3.5,3.2,4.0,4.6,4.2,2.5,4.1,4.5,4.3,4.0,3.2,4.0,3.9,4.4,4.0,4.6,4.1,3.5,4.1,4.5,4.8,3.8,2.9
18749,3.2,4.0,4.1,4.3,3.7,3.9,3.3,3.4,3.5,3.7,4.4,3.1,4.4,3.8,3.6,4.0,3.8,4.5,4.8,4.3,4.0,4.4,4.7,3.9
18750,3.0,3.6,3.9,3.7,3.3,3.9,3.1,3.7,4.0,4.6,4.1,3.2,3.8,4.4,4.8,3.9,4.6,4.6,4.9,3.3,5.4,4.3,4.0,3.6
18751,3.2,3.4,2.9,2.7,3.5,3.5,2.7,4.1,3.1,3.6,4.0,3.9,2.8,3.5,3.8,3.9,4.3,4.0,5.2,4.5,3.9,4.6,4.7,3.1
18752,3.5,3.7,3.8,5.0,4.6,3.7,5.1,4.1,3.5,3.9,4.0,5.4,3.3,3.7,3.7,3.6,4.8,4.4,3.7,4.5,3.6,4.0,3.8,3.9
18753,3.4,4.2,4.5,5.1,3.8,4.7,4.9,4.1,4.1,4.7,4.5,2.9,4.3,5.3,5.6,5.1,5.1,5.2,4.9,4.7,4.8,4.2,4.1,4.6
18776,3.6,4.1,4.7,3.4,4.0,4.3,4.8,3.5,3.7,3.9,4.0,4.5,3.8,3.9,3.6,4.3,4.0,4.0,3.8,4.4,3.6,4.0,4.2,3.7
18782,2.6,3.5,3.7,3.6,3.3,4.2,5.4,4.0,4.5,3.6,4.2,3.7,4.2,3.6,3.8,3.9,4.2,4.3,4.9,4.4,4.4,4.2,4.0,3.4
18783,2.3,3.9,3.6,4.3,3.6,3.8,4.2,4.2,4.6,3.5,4.5,4.7,4.0,4.5,4.4,3.8,4.2,3.8,4.1,4.5,3.8,4.6,3.6,3.3
18784,2.1,4.0,6.2,4.3,3.3,4.2,1.7,4.0,4.4,4.5,4.0,3.2,3.6,5.0,5.3,4.0,4.0,4.2,6.3,2.9,5.1,5.2,4.7,3.8
18785,4.5,4.1,3.3,4.6,4.3,4.4,6.2,3.0,4.2,4.4,4.0,2.8,4.3,4.2,4.2,3.9,3.9,5.2,3.8,5.1,3.7,4.9,4.5,4.4
18786,3.9,4.4,3.4,3.8,4.1,4.4,4.3,3.7,4.3,4.8,4.1,3.5,3.5,3.8,4.1,4.1,4.9,4.6,4.6,3.9,4.2,4.8,4.2,3.7
18787,4.3,4.4,5.3,4.2,4.0,4.4,3.6,3.8,3.8,4.4,4.1,4.0,4.2,4.5,4.6,4.3,4.1,4.2,5.1,5.0,4.5,4.6,4.5,3.6
18814,4.6,4.0,3.2,3.0,4.1,3.8,4.9,3.3,3.9,4.2,4.5,4.6,3.6,4.6,4.0,3.9,3.4,3.4,4.2,3.4,4.4,4.3,4.0,4.0
18815,4.2,3.6,3.6,4.1,4.2,3.5,2.8,4.3,4.3,5.0,4.4,3.5,4.2,4.4,3.5,3.8,4.3,4.4,3.2,4.9,4.3,5.1,5.3,4.0
18816,4.4,4.2,4.9,3.7,4.6,4.1,6.4,4.6,4.5,4.1,4.0,4.0,3.7,4.0,4.4,4.5,4.6,5.6,5.7,4.5,4.4,4.6,5.1,3.5
18822,3.3,4.1,4.3,3.4,3.4,3.9,3.2,4.0,4.4,4.3,4.3,4.4,2.8,3.1,3.7,3.8,4.7,4.3,5.3,3.7,4.9,4.3,5.0,4.7
18824,4.8,3.5,4.9,3.8,3.3,4.0,4.1,3.8,4.0,4.2,3.7,4.1,4.6,4.5,4.5,4.1,4.0,4.5,5.0,3.3,4.1,4.0,4.0,3.7
18826,3.4,3.7,4.5,3.7,3.4,3.8,2.1,4.0,4.1,4.0,4.0,2.9,4.4,2.6,4.6,3.7,3.0,3.4,3.1,5.9,4.8,5.0,3.3,3.2
18827,5.7,4.6,5.8,3.4,4.2,4.8,6.2,3.0,4.5,5.3,4.4,4.1,4.1,5.5,5.4,4.0,4.9,4.8,5.7,6.1,5.6,3.6,5.2,4.6
18828,5.4,5.1,4.7,3.6,3.7,4.7,4.2,3.8,3.8,4.3,4.0,3.1,5.0,4.1,4.5,3.9,4.2,5.1,4.6,5.1,3.9,3.9,4.3,4.0
18829,3.5,3.4,3.5,2.9,4.0,4.2,3.8,4.5,4.1,4.1,3.8,4.2,4.5,4.1,4.6,3.4,3.9,4.0,4.4,4.3,3.6,4.1,4.4,3.7
18830,2.8,3.6,4.4,3.3,3.8,3.1,4.6,3.6,2.9,4.0,3.8,4.8,3.2,3.7,3.6,3.2,4.2,4.8,4.4,3.3,4.1,4.6,4.9,3.4
18831,3.8,3.1,3.7,3.0,3.2,4.2,4.7,3.7,4.0,3.8,3.8,4.2,3.8,3.9,3.6,3.7,4.4,4.1,3.4,4.6,4.2,4.3,3.1,3.3
18832,3.5,3.9,5.0,4.8,3.7,4.7,3.9,4.2,5.1,4.3,4.3,5.1,4.6,3.9,4.9,4.2,5.2,5.3,5.9,5.1,3.9,5.0,4.3,4.2
18833,4.6,3.2,4.5,5.3,4.5,4.8,5.4,3.5,3.8,4.6,5.0,4.4,4.8,4.6,4.6,3.6,5.0,5.4,4.7,4.9,4.1,3.1,4.5,4.5
18834,2.8,3.9,3.3,3.5,4.4,4.6,6.0,3.6,5.1,5.0,4.0,4.1,4.0,4.8,4.2,4.5,4.9,4.4,5.7,3.8,4.6,4.8,5.1,3.3
18835,1.7,2.5,3.1,3.9,3.0,3.3,2.6,3.4,4.0,3.6,3.7,4.1,2.8,2.6,2.8,3.4,4.3,4.5,3.1,3.7,4.2,4.2,3.8,2.6
18836,4.1,4.0,5.0,3.5,3.2,4.0,3.3,3.5,4.3,4.0,4.2,2.6,4.4,4.6,4.8,4.1,4.8,5.0,5.4,4.5,4.3,4.6,4.0,3.2
18847,3.8,4.1,3.3,3.8,4.4,3.8,3.1,3.9,4.4,4.6,3.5,4.2,4.7,4.8,3.7,4.1,4.1,4.4,5.5,3.4,5.1,4.6,4.5,3.9
18856,5.3,4.1,4.5,4.9,3.7,3.9,3.5,3.9,4.3,4.1,4.3,3.9,4.4,5.6,4.5,4.0,4.3,4.9,5.4,4.8,4.8,5.1,4.3,4.9
18857,4.2,4.3,5.1,3.5,3.2,3.8,3.1,4.3,4.6,4.2,4.7,5.5,3.2,4.7,4.8,4.6,4.5,4.1,5.4,4.1,4.0,4.0,4.1,4.5
18858,1.7,3.8,3.1,3.8,3.2,3.9,3.7,3.3,3.9,4.2,4.0,3.5,4.4,4.2,4.0,4.1,3.9,4.0,5.5,4.7,4.9,4.0,4.1,3.9
18859,4.3,4.4,4.0,5.0,4.5,4.2,5.0,3.9,4.3,4.4,4.1,5.1,3.7,4.8,4.7,3.1,4.6,4.6,4.8,4.5,3.7,4.8,4.2,4.0
18860,3.4,3.3,4.6,2.0,3.0,4.4,2.1,4.0,3.8,4.6,4.2,4.0,4.4,4.3,3.6,3.9,3.5,3.6,4.8,2.4,3.5,5.1,4.7,3.8
18861,4.1,4.1,4.6,4.5,3.9,4.2,3.4,4.0,5.7,5.2,5.1,5.6,4.3,4.6,5.4,3.8,4.8,3.9,5.9,4.2,4.4,5.0,4.5,4.5
18862,2.8,3.0,3.8,3.5,3.3,4.2,5.1,3.3,3.7,4.4,3.9,4.0,2.9,2.7,3.4,4.5,5.0,3.6,4.0,2.9,4.0,4.1,3.2,2.6
18863,3.5,3.7,4.2,3.9,3.8,4.5,4.6,3.5,4.0,3.6,4.5,4.9,3.6,4.3,4.7,4.0,4.5,4.2,4.3,5.1,3.9,4.3,4.6,3.5
18864,3.7,3.5,3.4,3.7,2.5,3.7,4.0,4.4,3.4,3.8,3.8,3.8,3.5,3.9,3.1,3.8,4.3,4.1,3.2,3.8,4.5,4.1,4.4,4.1
18865,4.6,4.7,5.2,3.5,4.2,4.6,6.0,3.7,4.7,4.0,3.5,4.0,5.7,5.8,5.3,3.3,4.7,5.4,5.9,5.2,4.6,4.1,4.8,3.5
18866,2.5,3.6,3.1,4.3,2.5,3.9,2.1,3.4,4.6,4.3,4.0,2.2,2.8,4.6,4.9,4.3,3.6,5.3,4.9,3.0,3.7,3.4,2.8,3.7
18867,4.5,4.9,4.4,4.2,3.5,4.0,5.5,3.7,3.6,4.5,4.6,4.4,4.1,4.3,4.5,4.1,3.8,3.7,5.1,5.1,4.0,4.2,4.1,3.8
18868,3.7,2.7,3.4,3.4,3.6,3.4,2.8,4.1,3.2,4.2,4.3,4.4,4.6,4.2,4.2,3.9,3.7,3.6,5.9,2.6,5.6,4.4,4.3,2.8
18869,4.1,4.3,3.8,3.5,3.7,4.6,3.6,4.7,3.5,4.7,3.8,5.8,3.7,4.3,3.5,3.2,4.2,4.2,4.7,5.4,3.8,4.2,4.9,4.4
18870,5.7,4.6,5.3,4.4,4.3,4.2,5.6,4.7,4.0,4.8,5.0,4.9,5.2,4.7,4.8,4.5,4.7,4.6,5.6,5.9,4.3,5.1,5.2,3.7
18871,2.2,4.6,3.9,4.2,4.0,4.1,1.0,3.9,4.1,4.0,4.6,5.2,4.2,3.9,3.4,4.0,3.9,4.0,5.3,2.8,4.0,4.6,4.6,4.5
18872,2.8,4.6,3.5,3.4,3.7,4.3,4.0,4.8,4.4,5.5,4.3,4.7,4.4,4.5,4.9,3.7,4.5,4.4,4.7,3.9,4.1,4.4,4.9,3.6
18873,3.3,4.0,4.5,3.9,5.2,4.8,4.3,3.9,4.4,3.6,3.1,4.9,3.8,4.5,5.1,4.1,4.6,4.4,4.6,4.8,4.0,4.4,4.0,4.6
18874,3.9,3.6,4.2,4.0,4.2,4.5,3.7,3.6,3.8,3.8,4.4,3.3,4.4,4.4,3.9,3.6,4.3,5.0,4.6,4.4,4.6,4.5,4.4,4.5
18875,4.0,3.8,4.3,3.9,4.0,3.4,2.8,3.6,3.9,4.1,4.3,4.0,4.1,5.0,4.5,3.6,4.6,4.2,4.5,3.8,3.9,5.0,4.5,3.3
18876,2.5,2.8,3.1,2.8,4.3,3.5,1.9,4.4,4.2,4.1,4.0,3.7,4.5,5.3,4.9,4.3,4.1,4.4,5.8,2.7,4.5,5.0,4.9,4.0
18877,3.7,3.2,4.7,4.9,5.1,4.0,5.2,3.9,3.8,3.5,4.0,3.3,4.6,4.8,4.4,3.8,3.8,4.6,4.2,4.3,3.4,4.3,3.3,4.1
18878,2.6,4.3,6.2,4.3,4.2,3.8,3.8,4.4,3.7,4.6,4.3,5.4,4.1,4.4,4.4,3.9,4.0,4.0,5.1,4.0,4.4,4.6,4.6,5.1
18879,4.7,5.4,5.8,5.2,4.2,5.5,3.5,4.5,4.6,5.4,4.4,5.9,5.6,5.2,5.6,4.4,5.3,5.3,5.1,5.8,4.4,4.8,5.1,5.6
18880,3.9,3.4,4.4,4.3,3.9,3.9,4.2,3.8,3.9,4.2,4.1,3.8,3.8,4.2,4.5,4.2,4.9,4.5,4.4,4.0,4.3,4.6,4.0,3.9
18881,4.2,4.8,4.6,4.3,4.7,3.8,4.7,3.4,3.8,4.1,4.8,4.0,3.6,4.4,4.2,4.4,4.9,4.4,5.8,4.7,3.6,5.3,4.4,3.3
18883,3.8,3.0,3.3,4.6,3.4,4.5,4.7,3.9,4.3,4.5,3.3,3.8,4.4,4.6,4.5,3.9,4.5,4.5,4.1,4.9,3.4,4.3,4.6,4.0
18884,4.8,4.3,3.8,4.4,3.6,4.0,4.7,4.4,3.9,4.3,4.0,4.4,4.5,4.3,4.5,4.6,4.5,4.8,4.4,4.5,3.2,5.0,3.8,4.2
18885,5.6,4.3,4.7,4.9,4.4,4.9,3.9,3.3,4.6,4.7,4.5,6.0,4.7,3.9,2.7,4.5,4.2,4.8,3.0,4.2,3.9,4.3,4.3,3.6
18886,5.5,4.2,5.3,5.0,5.1,4.8,5.6,5.1,4.2,4.0,4.1,4.3,5.4,5.4,5.0,4.6,4.5,4.7,5.2,5.1,4.5,4.2,4.6,4.5
18887,2.7,3.8,3.2,2.7,3.8,4.4,4.5,3.2,4.4,4.2,3.7,4.0,3.5,3.9,5.0,4.1,4.2,3.8,3.8,4.2,4.1,3.6,3.3,3.2
18888,4.3,3.5,4.1,4.5,4.8,4.5,3.5,2.9,3.6,3.7,3.7,3.1,4.5,4.4,4.9,3.9,4.6,4.1,3.1,5.4,4.7,5.3,4.5,4.5
18889,3.1,3.9,3.6,2.9,3.2,3.6,2.5,4.1,4.6,5.5,4.1,4.0,3.3,4.2,4.5,3.3,4.6,3.9,5.1,3.5,4.2,4.4,5.0,3.4
18890,4.9,5.1,5.2,3.4,4.6,5.1,5.7,4.2,5.2,4.4,4.7,4.7,4.1,4.7,4.2,4.7,4.7,5.7,4.9,5.5,5.1,4.8,4.4,4.9
18891,3.5,3.9,3.5,3.7,4.0,3.6,3.6,3.6,4.0,4.1,3.8,2.8,3.5,3.9,4.6,4.7,3.9,4.4,5.1,4.1,4.1,4.7,4.2,3.7
18892,4.0,4.5,4.2,4.3,4.2,3.8,5.0,4.0,3.7,4.1,4.1,3.9,5.0,4.4,4.7,3.5,4.7,4.5,5.6,4.8,3.9,4.4,4.0,3.5
18893,3.7,4.1,4.8,4.3,3.4,4.2,4.2,4.4,4.0,3.7,4.3,4.3,4.4,4.4,5.1,3.7,5.0,3.9,4.9,4.1,3.8,4.8,4.3,3.7
18894,5.2,4.0,5.8,3.8,4.9,4.6,3.3,4.0,4.0,4.0,4.0,4.6,5.2,5.6,5.5,4.5,4.6,5.1,3.4,3.8,5.2,4.6,4.6,4.0
18895,4.5,4.6,4.4,3.7,4.8,3.8,4.4,4.7,4.7,4.8,4.8,3.1,4.4,4.9,5.0,4.3,5.3,4.3,5.0,5.0,4.3,4.7,4.1,3.3
18896,3.0,3.9,3.6,2.6,3.7,4.3,5.5,4.1,4.3,4.9,4.0,3.3,4.3,3.1,4.0,4.3,3.2,4.0,4.8,2.5,3.7,4.4,4.4,3.5
18897,2.8,4.5,2.7,3.5,3.2,4.5,2.5,3.8,2.5,3.9,4.1,3.6,2.9,3.5,2.6,4.0,3.3,3.5,2.8,2.6,3.4,3.7,4.0,2.9
18898,4.3,3.4,4.3,4.4,4.5,4.3,4.6,3.7,4.1,4.3,4.3,4.9,3.6,3.7,4.1,4.1,4.2,4.6,4.7,5.2,4.7,4.7,4.2,3.9
18899,4.5,4.0,4.4,4.2,2.7,3.9,4.9,3.7,4.1,3.9,3.9,4.3,3.6,4.3,4.3,4.0,4.1,4.5,5.5,3.7,3.9,4.7,4.7,3.8
18900,2.9,3.6,3.0,2.7,3.5,4.6,4.3,4.3,3.9,4.0,3.5,3.8,2.4,5.1,3.6,4.1,3.9,4.8,4.4,3.4,4.1,4.5,3.2,3.7
18901,3.2,4.1,3.4,3.4,3.3,4.4,3.9,3.8,4.2,4.0,4.3,3.6,4.3,3.6,4.0,4.2,4.2,4.1,4.3,3.8,4.4,4.4,3.9,3.9
18902,3.9,3.8,3.9,3.9,4.1,4.6,4.6,3.7,3.9,4.5,4.0,3.8,3.4,3.3,3.8,4.4,5.0,3.5,5.2,4.8,3.9,4.2,3.7,3.0
18903,4.0,4.2,4.5,3.6,3.5,4.2,5.4,3.4,4.9,5.2,4.6,3.9,4.6,5.0,5.7,4.1,5.0,4.4,4.8,5.1,4.3,4.5,5.2,4.7
18904,4.7,4.5,4.3,5.0,4.6,4.2,5.9,3.7,4.4,4.1,4.4,3.4,4.0,5.3,4.8,4.2,4.5,4.2,4.7,4.8,4.4,4.2,4.4,4.2
18905,4.6,4.0,4.7,4.4,3.5,4.6,4.8,4.4,5.4,5.4,4.9,4.5,4.9,4.5,5.1,5.2,3.5,5.2,4.5,4.8,4.0,4.9,4.7,5.2
18906,4.5,3.6,5.3,4.8,3.7,4.8,3.0,3.8,3.8,4.1,3.7,5.1,5.0,5.2,5.7,3.8,4.0,4.4,5.2,5.6,4.5,4.6,4.4,4.0
18907,4.6,3.9,4.9,4.5,3.5,4.3,2.7,4.5,4.6,4.6,4.7,3.7,4.6,5.2,5.6,3.7,4.7,4.8,4.5,5.4,4.4,4.9,4.1,3.5
18908,4.8,4.1,4.0,4.7,4.1,4.2,5.6,4.5,3.9,4.1,4.3,5.0,4.3,4.0,4.0,3.6,4.6,3.9,3.7,4.9,4.2,4.0,4.7,4.2
18909,5.4,4.4,4.2,2.5,3.7,3.9,4.5,4.5,4.5,4.3,4.0,2.6,4.4,4.0,4.6,5.2,4.4,4.2,4.4,5.1,4.8,5.1,4.7,5.4
18910,4.2,4.0,6.4,4.1,2.6,3.9,2.6,4.0,4.3,3.4,4.4,4.0,3.7,3.0,5.3,3.7,4.0,4.0,5.5,3.4,4.8,4.9,3.2,3.9
18911,4.3,4.5,5.5,4.3,4.0,4.1,4.3,5.0,4.6,4.2,4.2,4.9,4.5,5.3,5.5,4.4,4.3,4.2,5.7,4.5,3.8,4.3,3.8,4.1
18914,4.1,4.4,2.7,4.5,3.5,3.7,3.8,3.3,3.2,3.7,4.0,3.7,3.9,4.9,4.0,4.2,4.3,4.7,4.3,3.4,3.9,3.5,3.9,3.6
18915,4.6,3.5,2.5,4.0,4.6,5.8,2.8,4.3,3.4,3.4,4.0,2.2,4.6,2.8,4.3,2.2,3.4,4.3,5.2,3.4,4.6,4.0,5.2,3.1
18916,3.4,4.1,3.8,3.7,3.8,3.8,3.5,3.6,3.5,4.9,4.2,4.3,4.4,5.0,4.8,4.0,4.7,3.9,4.2,4.5,4.7,4.5,3.6,4.1
18917,2.4,4.0,3.9,4.4,4.4,3.9,4.4,3.7,3.6,4.1,3.6,5.2,3.5,3.5,3.8,3.6,3.5,4.7,4.9,3.8,4.6,5.0,3.9,4.4
18918,2.9,3.3,3.0,3.1,3.6,3.8,2.9,3.9,3.8,4.5,4.5,4.0,3.3,4.1,4.0,4.0,3.7,3.9,4.1,4.7,4.4,4.7,4.3,4.3
18920,3.9,4.3,4.4,4.2,4.1,4.4,6.1,5.3,4.3,4.4,3.9,4.6,4.2,4.7,5.2,4.6,4.3,4.6,5.3,4.5,5.4,4.1,4.5,4.4
18921,5.9,3.9,5.9,4.6,4.3,4.4,6.6,3.9,4.8,3.6,4.7,4.7,5.4,4.9,6.5,4.2,4.5,4.7,4.9,5.7,4.2,3.4,4.8,4.2
18981,4.0,4.6,4.2,3.8,3.5,3.8,2.5,3.5,5.1,4.6,4.3,3.4,4.1,4.5,5.3,4.4,3.8,4.6,5.0,5.0,4.2,4.0,4.0,4.7
18982,5.0,4.6,4.8,4.2,4.8,4.6,3.7,3.8,3.9,5.2,4.1,3.6,5.2,5.1,5.3,4.3,4.3,5.0,5.0,4.1,3.7,4.5,4.5,4.3
18983,4.3,4.4,4.5,4.0,3.7,4.3,5.1,3.1,4.1,4.4,4.4,3.4,4.4,5.1,5.2,4.4,4.4,4.6,4.1,5.5,4.0,5.2,4.0,3.9
18984,3.2,3.5,3.8,4.7,4.3,4.0,2.6,4.2,4.1,3.7,4.2,5.5,4.0,4.6,3.6,3.3,3.8,3.7,3.1,4.7,3.8,4.6,4.2,4.5
18985,5.4,4.5,4.8,4.6,3.6,4.4,5.3,5.9,4.2,4.5,4.7,4.4,4.6,4.4,3.9,4.9,4.4,5.0,5.9,4.7,4.4,3.9,4.0,4.0
18986,3.9,4.0,4.0,5.0,4.0,4.6,5.8,3.6,4.4,4.7,4.7,4.2,4.7,4.7,5.7,4.9,4.6,4.1,4.7,5.2,4.4,4.3,4.5,4.4
18987,3.7,3.4,3.7,3.4,3.5,4.4,3.6,2.9,3.7,4.1,4.7,3.3,3.6,4.6,4.7,3.6,3.8,4.2,4.5,4.0,4.3,4.3,4.2,3.1
18988,3.0,3.3,4.0,3.4,4.0,4.1,3.4,3.5,4.3,3.9,3.9,3.7,3.9,3.9,4.4,3.6,4.5,4.4,4.3,3.9,4.0,3.4,4.3,3.6
18989,4.6,5.6,4.9,5.1,4.9,4.2,5.7,4.9,6.1,4.9,4.9,6.4,6.1,5.3,6.2,5.2,4.4,5.6,5.7,6.0,5.1,5.1,4.8,4.6
18990,3.3,3.8,3.5,3.4,4.4,4.6,4.3,4.2,4.4,5.0,4.3,3.9,4.3,3.9,4.2,4.4,4.2,3.8,4.8,3.7,4.3,4.8,3.5,4.2
18992,3.9,3.8,3.5,4.0,3.3,4.1,5.0,4.8,4.0,4.2,4.5,3.9,4.1,4.7,4.6,4.3,4.2,5.2,4.1,5.2,4.5,3.9,4.6,3.3
18999,3.4,3.3,3.8,4.3,3.9,4.1,5.1,2.7,3.8,4.2,2.8,4.6,2.8,3.8,4.9,3.9,4.4,4.2,2.6,4.4,4.1,4.5,3.8,3.3
19000,2.3,3.6,3.2,4.2,4.1,3.9,5.3,4.4,4.6,4.3,3.5,4.0,3.9,3.7,4.9,4.0,4.6,4.2,4.7,5.0,4.1,4.0,4.3,3.9
19005,3.1,2.9,3.3,3.9,3.4,4.2,3.4,4.4,4.1,4.5,4.7,4.7,3.1,4.2,4.4,3.6,4.0,4.4,5.0,2.9,3.4,4.1,4.1,3.5
19006,5.1,3.9,3.5,4.1,4.4,4.1,5.5,4.3,3.8,4.4,4.2,4.4,3.3,4.3,5.0,4.4,4.3,4.5,4.7,4.3,4.1,4.3,3.3,3.4
19007,4.8,3.9,2.9,4.3,4.1,3.9,5.9,3.8,4.0,4.6,4.4,4.5,3.2,4.5,4.7,4.1,4.6,4.4,4.6,5.0,3.9,4.4,3.7,3.7
19008,3.7,4.1,3.0,4.1,3.7,4.7,4.0,4.5,4.6,4.5,4.7,4.3,3.7,4.2,3.6,4.5,4.2,4.1,3.3,4.8,3.9,4.5,3.9,4.1
19009,4.1,4.2,4.8,3.4,3.9,4.0,5.7,3.7,3.9,3.9,4.3,4.0,3.8,4.6,5.2,4.2,4.8,4.4,5.7,5.0,5.3,4.9,4.4,4.1
19010,4.7,4.1,5.2,4.4,4.3,4.4,4.4,4.1,4.1,4.7,3.8,5.5,3.8,4.2,5.1,4.0,4.1,4.3,4.9,4.4,4.4,4.9,5.1,4.5
19011,3.8,3.3,3.0,4.2,4.3,5.0,3.5,5.0,4.5,4.7,4.5,3.9,4.4,4.1,3.4,4.7,4.5,4.8,3.5,4.4,3.8,4.2,4.0,4.0
19012,4.6,3.8,3.4,3.8,3.7,4.8,3.7,3.6,4.4,4.7,4.7,4.1,4.7,3.9,4.6,4.3,3.7,3.9,3.0,5.1,3.9,4.2,4.4,4.5
19013,4.5,4.0,3.5,4.2,3.7,5.1,3.7,4.0,4.5,4.5,4.6,4.0,4.7,4.2,4.8,4.2,4.0,3.6,3.2,4.7,4.0,4.1,3.9,4.3
19019,3.0,3.7,3.9,3.8,4.7,4.3,4.3,4.5,4.7,4.4,4.7,4.2,4.6,4.4,4.1,4.2,4.2,4.5,4.1,4.3,4.5,4.3,4.0,3.6
